FullName,TotalSalesAmount
PATRICK JAMES,$8084.00
PATRICK KELLY,$6066.00
PATRICK MORGAN,$4044.00
PATRICK MORRIS,$6066.00
PATRICK MURPHY,$8084.00
PATRICK PETERSON,$4044.00
PATRICK RAMIREZ,$4042.00
PATRICK REED,$10110.00
PATRICK RICHARDSON,$2021.00
PATRICK ROGERS,$6066.00
PATRICK SANCHEZ,$6066.00
PATRICK SANDERS,$4042.00
PATRICK SANDS,$10107.00
PATRICK STEWART,$6064.00
PATRICK TORRES,$6064.00
PATRICK WARD,$6063.00
PATRICK WATSON,$6066.00
PAUL SHAKESPEAR,$4044.00
PAUL SINGH,$4042.00
PAUL SUURS,$4042.00
PAULA ALONSO,$8088.00
PAULA ASHE,$4044.00
PAULA BLANCO,$2021.00
PAULA CARLSON,$6062.00
PAULA DIAZ,$2021.00
PAULA DOMINGUEZ,$8087.00
PAULA GILL,$6063.00
PAULA GUTIERREZ,$4041.00
PAULA HERNANDEZ,$4044.00
PAULA JIMENEZ,$6066.00
PAULA MARTIN,$6066.00
PAULA MORENO,$8087.00
PAULA MUNOZ,$2021.00
PAULA NAVARRO,$2020.00
PAULA ORTEGA,$16170.00
PAULA RAMOS,$2022.00
PAULA ROMERO,$6063.00
PAULA RUBIO,$6066.00
PAULA RUIZ,$4042.00
PAULA SANZ,$2022.00
PAULA VAZQUEZ,$8083.00
PEARLIE RUSEK,$4042.00
PEDRO ALVAREZ,$2022.00
PEDRO ARUN,$2021.00
PEDRO BLANCO,$4044.00
PEDRO CHAPMAN,$8084.00
PEDRO DIAZ,$8084.00
PEDRO DOMINGUEZ,$4044.00
PEDRO FERNANDEZ,$8088.00
PEDRO GOMEZ,$6066.00
PEDRO GONZALEZ,$8084.00
PEDRO GUTIERREZ,$8085.00
PEDRO HERNANDEZ,$4044.00
PEDRO JIMENEZ,$8088.00
PEDRO KAPOOR,$4042.00
PEDRO LOPEZ,$4044.00
PEDRO MADAN,$4044.00
PEDRO MALHOTRA,$8086.00
PEDRO MARTIN,$2022.00
PEDRO MARTINEZ,$2021.00
PEDRO MEHTA,$4044.00
PEDRO MORENO,$8084.00
PEDRO MU�OZ,$4043.00
PEDRO NAVARRO,$2021.00
PEDRO PATEL,$10110.00
PEDRO PRASAD,$4042.00
PEDRO RAMAN,$6063.00
PEDRO RAMOS,$6066.00
PEDRO RANA,$10109.00
PEDRO RODRIGUEZ,$2022.00
PEDRO ROMERO,$8084.00
PEDRO RUBIO,$8086.00
PEDRO RUIZ,$8084.00
PEDRO SAI,$4042.00
PEDRO SANZ,$12131.00
PEDRO SARA,$6062.00
PEDRO SERRANO,$10108.00
PEDRO SUAREZ,$8083.00
PEDRO SUBRAM,$2022.00
PEDRO SURI,$10108.00
PEDRO TORRES,$16168.00
PEDRO VANCE,$12126.00
PEDRO VAZQUEZ,$6065.00
PEGGY SMITH,$2020.00
PETER ANAND,$10107.00
PETER BLACK,$8088.00
PETER CHANDER,$10108.00
PETER DENG,$4043.00
PETER GOEL,$4043.00
PETER JAI,$6064.00
PETER KUMAR,$4044.00
PETER LUO,$2022.00
PETER NARA,$8088.00
PETER NATH,$4044.00
PETER PAL,$4042.00
PETER RAI,$4044.00
PETER RAJI,$8084.00
PETER SADDOW,$6066.00
PETER SHAN,$6066.00
PETER SHARMA,$4042.00
PETER SHE,$16168.00
PETER TANG,$4042.00
PETER XIE,$4044.00
PETER XU,$4042.00
PETR LAZECKY,$2020.00
PHIL SPENCER,$8083.00
PHILIP ALONSO,$2022.00
PHILIP ALVAREZ,$8085.00
PHILIP BLANCO,$6065.00
PHILIP CARLSON,$16170.00
PHILIP DIAZ,$10105.00
PHILIP DOMINGUEZ,$8088.00
PHILIP GILL,$2022.00
PHILIP GOMEZ,$8088.00
PHILIP GUTIERREZ,$6064.00
PHILIP HERNANDEZ,$10108.00
PHILIP JIMENEZ,$4044.00
PHILIP MORENO,$4044.00
PHILIP MOYER,$10110.00
PHILIP NAVARRO,$6066.00
PHILIP RAMOS,$2021.00
PHILIP ROMERO,$10108.00
PHILIP RUBIO,$10108.00
PHILIP RUIZ,$6063.00
PHILIP SANZ,$12132.00
PHILIP SUAREZ,$10110.00
PHILIP TORRES,$4044.00
PHILLIP ARUN,$4044.00
PHILLIP CHAPMAN,$6066.00
PHILLIP FERNANDEZ,$4042.00
PHILLIP GARCIA,$6065.00
PHILLIP GONZALEZ,$8084.00
PHILLIP KAPOOR,$2022.00
PHILLIP LOPEZ,$6063.00
PHILLIP MADAN,$2022.00
PHILLIP MALHOTRA,$6063.00
PHILLIP MARTINEZ,$8086.00
PHILLIP MEHTA,$4042.00
PHILLIP PEREZ,$4044.00
PHILLIP PRASAD,$2021.00
PHILLIP RAMAN,$4044.00
PHILLIP RANA,$8088.00
PHILLIP RODRIGUEZ,$10108.00
PHILLIP SAI,$8088.00
PHILLIP SARA,$4042.00
PHILLIP SMITH,$2022.00
PHILLIP SULLIVAN,$2020.00
PHILLIP SURI,$2022.00
PHILLIP VANCE,$4042.00
PIETER UITTENBOGAARD,$2021.00
PIETER WYCOFF,$4042.00
PRESTON ARUN,$4042.00
PRESTON CHAPMAN,$10110.00
PRESTON GARCIA,$4043.00
PRESTON GONZALEZ,$10108.00
PRESTON KAPOOR,$4044.00
PRESTON LOPEZ,$10105.00
PRESTON MADAN,$8088.00
PRESTON MEHTA,$6063.00
PRESTON PEREZ,$12126.00
PRESTON PRASAD,$6062.00
PRESTON RAMAN,$20215.00
PRESTON RAY,$4044.00
PRESTON RODRIGUEZ,$8084.00
PRESTON SAI,$6063.00
PRESTON SANCHEZ,$4042.00
PRESTON SARA,$2021.00
PRESTON SMITH,$6063.00
PRESTON SUBRAM,$6063.00
PRESTON SURI,$4044.00
PRISCILLA ANAND,$8088.00
PRISCILLA ANDERSEN,$6064.00
PRISCILLA BLACK,$6063.00
PRISCILLA CHANDE,$2022.00
PRISCILLA CHANDER,$6064.00
PRISCILLA GOEL,$4044.00
PRISCILLA KUMAR,$8084.00
PRISCILLA LUO,$6066.00
PRISCILLA NARA,$10104.00
PRISCILLA NATH,$4044.00
PRISCILLA PAL,$14150.00
PRISCILLA RAI,$12130.00
PRISCILLA RAJE,$6063.00
PRISCILLA RAJI,$4042.00
PRISCILLA SHARMA,$6066.00
PRISCILLA SHE,$6066.00
PRISCILLA SHEN,$8084.00
PRISCILLA TANG,$6065.00
PRISCILLA XU,$8088.00
PRISCILLA YUAN,$6063.00
PUNYA PALIT,$4044.00
RACHAEL ARUN,$2021.00
RACHAEL CHANDRA,$8084.00
RACHAEL FERNANDEZ,$8087.00
RACHAEL GONZALEZ,$6063.00
RACHAEL KAPOOR,$8086.00
RACHAEL LOPEZ,$10109.00
RACHAEL MADAN,$4042.00
RACHAEL MEHTA,$8084.00
RACHAEL PATEL,$10107.00
RACHAEL PEREZ,$4042.00
RACHAEL PRASAD,$4044.00
RACHAEL RAMAN,$6066.00
RACHAEL RANA,$6066.00
RACHAEL RODRIGUEZ,$18192.00
RACHAEL SAI,$12129.00
RACHAEL SANCHEZ,$2021.00
RACHAEL SARA,$4044.00
RACHAEL SURI,$16176.00
RACHAEL VANCE,$4042.00
RACHEL ALEXANDER,$4044.00
RACHEL ANDERSON,$2021.00
RACHEL BAILEY,$4044.00
RACHEL BLUE,$8084.00
RACHEL BRADLEY,$8088.00
RACHEL BROWN,$10105.00
RACHEL BRYANT,$4042.00
RACHEL BUTLER,$8084.00
RACHEL CLARK,$10110.00
RACHEL COLEMAN,$4044.00
RACHEL COOK,$10105.00
RACHEL COX,$2020.00
RACHEL DAVIS,$2021.00
RACHEL DIAZ,$6066.00
RACHEL FLORES,$4042.00
RACHEL GARCIA,$16172.00
RACHEL GONZALES,$6064.00
RACHEL GRAY,$6066.00
RACHEL GRIFFIN,$8088.00
RACHEL HALL,$4042.00
RACHEL HARRIS,$2022.00
RACHEL HENDERSON,$4044.00
RACHEL HOWARD,$8083.00
RACHEL HUGHES,$4044.00
RACHEL JACKSON,$2022.00
RACHEL JAMES,$4044.00
RACHEL JENKINS,$4042.00
RACHEL KELLY,$10110.00
RACHEL LEWIS,$4044.00
RACHEL LONG,$4044.00
RACHEL MARTIN,$8086.00
RACHEL MARTINEZ,$4044.00
RACHEL MILLER,$6066.00
RACHEL MOORE,$6063.00
RACHEL MORGAN,$4042.00
RACHEL MORRIS,$4044.00
RACHEL MURPHY,$8088.00
RACHEL PATTERSON,$8084.00
RACHEL PERRY,$2021.00
RACHEL POWELL,$12125.00
RACHEL PRICE,$6066.00
RACHEL RAMIREZ,$4042.00
RACHEL REED,$14147.00
RACHEL RICHARDSON,$6066.00
RACHEL RIVERA,$4044.00
RACHEL RODRIGUEZ,$6063.00
RACHEL ROGERS,$8088.00
RACHEL ROSS,$4042.00
RACHEL RUSSELL,$4042.00
RACHEL SANCHEZ,$2022.00
RACHEL SANDERS,$8084.00
RACHEL SIMMONS,$4042.00
RACHEL SMITH,$6066.00
RACHEL THOMAS,$2022.00
RACHEL THOMPSON,$2021.00
RACHEL WALKER,$2022.00
RACHEL WARD,$4044.00
RACHEL WHITE,$6066.00
RACHEL WILLIAMS,$4042.00
RACHEL WILSON,$10105.00
RACHEL WOOD,$2022.00
RAFAEL ANAND,$2021.00
RAFAEL ANDERSEN,$10108.00
RAFAEL BLACK,$8088.00
RAFAEL CAI,$6066.00
RAFAEL CHANDE,$6066.00
RAFAEL CHEN,$8084.00
RAFAEL DENG,$4042.00
RAFAEL GAO,$4042.00
RAFAEL GOEL,$4042.00
RAFAEL HE,$6066.00
RAFAEL HU,$4044.00
RAFAEL HUANG,$4042.00
RAFAEL JAI,$6065.00
RAFAEL KUMAR,$4043.00
RAFAEL LAL,$6063.00
RAFAEL LI,$4044.00
RAFAEL LIANG,$4042.00
RAFAEL LIN,$10106.00
RAFAEL LIU,$4042.00
RAFAEL LU,$4044.00
RAFAEL LUO,$8084.00
RAFAEL MA,$8086.00
RAFAEL NARA,$8084.00
RAFAEL NATH,$6065.00
RAFAEL PAL,$8084.00
RAFAEL RAI,$8088.00
RAFAEL RAJE,$12129.00
RAFAEL RAJI,$6066.00
RAFAEL SHAN,$2022.00
RAFAEL SHARMA,$8083.00
RAFAEL SHE,$6062.00
RAFAEL SHEN,$12132.00
RAFAEL SUN,$4042.00
RAFAEL TANG,$6063.00
RAFAEL WANG,$6066.00
RAFAEL WU,$12128.00
RAFAEL XIE,$10104.00
RAFAEL XU,$12128.00
RAFAEL YANG,$2022.00
RAFAEL YE,$8083.00
RAFAEL YUAN,$6064.00
RAFAEL ZENG,$4042.00
RAFAEL ZHANG,$6063.00
RAFAEL ZHAO,$8088.00
RAFAEL ZHOU,$2021.00
RAFAEL ZHU,$6066.00
RAKESH TANGIRALA,$8088.00
RALPH BECK,$6063.00
RAM THIRUNAVUKKARASU,$2021.00
RAMON CHEN,$6066.00
RAMON GAO,$6066.00
RAMON GUO,$2022.00
RAMON HE,$10109.00
RAMON HU,$6063.00
RAMON HUANG,$10104.00
RAMON LI,$4044.00
RAMON LIN,$4044.00
RAMON LIU,$4044.00
RAMON LU,$8084.00
RAMON MA,$4042.00
RAMON SHE,$12131.00
RAMON WU,$4042.00
RAMON XU,$4044.00
RAMON YANG,$8088.00
RAMON YE,$8085.00
RAMON ZENG,$2022.00
RAMON ZHANG,$14154.00
RAMON ZHAO,$10105.00
RAMON ZHENG,$6066.00
RAMON ZHOU,$6066.00
RAM�N CAI,$8085.00
RANDALL ALONSO,$4042.00
RANDALL ALVAREZ,$6065.00
RANDALL BLANCO,$8086.00
RANDALL CARLSON,$6063.00
RANDALL DIAZ,$4044.00
RANDALL DOMINGUEZ,$20213.00
RANDALL GILL,$10107.00
RANDALL GOMEZ,$14148.00
RANDALL GUTIERREZ,$8088.00
RANDALL HERNANDEZ,$6063.00
RANDALL MARTIN,$12125.00
RANDALL MORENO,$4044.00
RANDALL MUNOZ,$12129.00
RANDALL NAVARRO,$6065.00
RANDALL ORTEGA,$6065.00
RANDALL RAMOS,$6064.00
RANDALL ROMERO,$6063.00
RANDALL RUBIO,$4042.00
RANDALL RUIZ,$4042.00
RANDALL SANZ,$8084.00
RANDALL SERRANO,$2022.00
RANDALL SUAREZ,$2021.00
RANDALL TORRES,$2021.00
RANDALL VAZQUEZ,$2021.00
RANDY CHEN,$8087.00
RANDY GAO,$8087.00
RANDY HE,$4042.00
RANDY HU,$10104.00
RANDY LIANG,$4044.00
RANDY LIN,$10107.00
RANDY LIU,$6063.00
RANDY LU,$4044.00
RANDY MA,$6063.00
RANDY SHE,$4044.00
RANDY SUN,$12132.00
RANDY WANG,$4044.00
RANDY WU,$10105.00
RANDY XU,$12129.00
RANDY YANG,$4043.00
RANDY YE,$4044.00
RANDY ZENG,$14151.00
RANDY ZHANG,$10110.00
RANDY ZHAO,$10105.00
RANDY ZHENG,$2021.00
RANDY ZHU,$6065.00
RAQUEL ALONSO,$8084.00
RAQUEL ALVAREZ,$12129.00
RAQUEL DOMINGUEZ,$10109.00
RAQUEL GILL,$6063.00
RAQUEL GUTIERREZ,$8088.00
RAQUEL HERNANDEZ,$10109.00
RAQUEL MORENO,$6066.00
RAQUEL ROMERO,$4044.00
RAQUEL TORRES,$6063.00
RAUL BLACK,$4044.00
RAUL CHANDE,$2021.00
RAUL CHANDER,$8086.00
RAUL DENG,$6064.00
RAUL GOEL,$6066.00
RAUL JAI,$4042.00
RAUL KUMAR,$8084.00
RAUL LUO,$6062.00
RAUL NARA,$12129.00
RAUL NATH,$4044.00
RAUL RAI,$14153.00
RAUL RAJE,$6063.00
RAUL RAJI,$10105.00
RAUL SHAN,$4044.00
RAUL SHARMA,$8088.00
RAUL SHE,$4044.00
RAUL SHEN,$4044.00
RAUL TANG,$4044.00
RAUL XU,$6063.00
RAYMOND ARTHUR,$10104.00
RAYMOND CHANDRA,$4044.00
RAYMOND FERNANDEZ,$6066.00
RAYMOND GONZALEZ,$8084.00
RAYMOND KAPOOR,$6066.00
RAYMOND KOVAR,$8088.00
RAYMOND LOPEZ,$4044.00
RAYMOND MADAN,$6062.00
RAYMOND MALHOTRA,$14147.00
RAYMOND MARTINEZ,$2021.00
RAYMOND PRASAD,$6063.00
RAYMOND RAMAN,$6062.00
RAYMOND RANA,$6063.00
RAYMOND RODRIGUEZ,$4042.00
RAYMOND SAI,$4042.00
RAYMOND SAM,$4042.00
RAYMOND SARA,$6063.00
RAYMOND SRINI,$4043.00
RAYMOND SUBRAM,$10109.00
RAYMOND SURI,$6066.00
REBECCA ADAMS,$6063.00
REBECCA ALLEN,$6063.00
REBECCA CAMPBELL,$2022.00
REBECCA COLLINS,$6064.00
REBECCA EVANS,$4044.00
REBECCA GONZALEZ,$6066.00
REBECCA GREEN,$4042.00
REBECCA HERNANDEZ,$6063.00
REBECCA HILL,$4044.00
REBECCA LOPEZ,$2021.00
REBECCA MITCHELL,$8088.00
REBECCA PARKER,$4042.00
REBECCA PEREZ,$2022.00
REBECCA PHILLIPS,$6064.00
REBECCA ROBERTS,$4044.00
REBECCA ROBINSON,$8088.00
REBECCA SCOTT,$4044.00
REBECCA TURNER,$4044.00
REBECCA YOUNG,$6063.00
REBEKAH ALONSO,$8084.00
REBEKAH ARTHUR,$8086.00
REBEKAH BLANCO,$8085.00
REBEKAH CARLSON,$4044.00
REBEKAH CHANDRA,$6063.00
REBEKAH DIAZ,$4044.00
REBEKAH DOMINGUEZ,$6066.00
REBEKAH FERNANDEZ,$6066.00
REBEKAH GARCIA,$4042.00
REBEKAH GOMEZ,$14150.00
REBEKAH GONZALEZ,$4042.00
REBEKAH GUTIERREZ,$6066.00
REBEKAH HERNANDEZ,$4042.00
REBEKAH JOHNSEN,$2021.00
REBEKAH KAPOOR,$6063.00
REBEKAH KOV�R,$6066.00
REBEKAH LOPEZ,$6066.00
REBEKAH MALHOTRA,$4042.00
REBEKAH MARTIN,$4044.00
REBEKAH MARTINEZ,$4042.00
REBEKAH MEHTA,$2021.00
REBEKAH MORENO,$8086.00
REBEKAH MUNOZ,$4044.00
REBEKAH NAVARRO,$8088.00
REBEKAH PATEL,$4044.00
REBEKAH PEREZ,$4044.00
REBEKAH PRASAD,$6066.00
REBEKAH RAMAN,$4044.00
REBEKAH RAMOS,$4044.00
REBEKAH ROMERO,$6066.00
REBEKAH RUBIO,$4044.00
REBEKAH RUIZ,$4044.00
REBEKAH SANDBERG,$6063.00
REBEKAH SARA,$2021.00
REBEKAH SERRANO,$10105.00
REBEKAH SRINI,$4044.00
REBEKAH SUAREZ,$14153.00
REBEKAH SUBRAM,$2021.00
REBEKAH SURI,$6066.00
REBEKAH TORRES,$2020.00
REBEKAH VAZQUEZ,$6065.00
REGINA ARTHUR,$10104.00
REGINA CHANDRA,$10107.00
REGINA FERNANDEZ,$6066.00
REGINA GARCIA,$6066.00
REGINA GONZALEZ,$6065.00
REGINA KAPOOR,$8086.00
REGINA MADAN,$2021.00
REGINA MALHOTRA,$4044.00
REGINA MARTINEZ,$8084.00
REGINA MEHTA,$6065.00
REGINA PRASAD,$4044.00
REGINA RAMAN,$2021.00
REGINA RAY,$4042.00
REGINA RODRIGUEZ,$4044.00
REGINA SAI,$8086.00
REGINA SANCHEZ,$2021.00
REGINA SARA,$4044.00
REGINA SUBRAM,$6062.00
REGINA SURI,$2021.00
REGINA VANCE,$14152.00
REGINALD ALVAREZ,$10104.00
REGINALD ASHE,$6066.00
REGINALD BLANCO,$2022.00
REGINALD CARLSON,$4044.00
REGINALD DIAZ,$4044.00
REGINALD DOMINGUEZ,$2022.00
REGINALD GILL,$8088.00
REGINALD GOMEZ,$2020.00
REGINALD HARRISON,$10105.00
REGINALD MARTIN,$8088.00
REGINALD MORENO,$10108.00
REGINALD MUNOZ,$8088.00
REGINALD NAVARRO,$4042.00
REGINALD ORTEGA,$6064.00
REGINALD RAMOS,$10109.00
REGINALD ROMERO,$10105.00
REGINALD SANZ,$8088.00
REGINALD SERRANO,$6064.00
REGINALD SUAREZ,$18197.00
REGINALD TRAVERS,$2021.00
REGINALD VAZQUEZ,$6066.00
RENEE ALONSO,$10109.00
RENEE CARLSON,$4042.00
RENEE DOMINGUEZ,$14154.00
RENEE GILL,$4044.00
RENEE GOMEZ,$2020.00
RENEE GUTIERREZ,$12131.00
RENEE HERNANDEZ,$10105.00
RENEE JIMENEZ,$12130.00
RENEE MARTIN,$6063.00
RENEE MORENO,$18198.00
RENEE NAVARRO,$4043.00
RENEE ORTEGA,$2021.00
RENEE RAMOS,$14151.00
RENEE ROMERO,$4044.00
RENEE RUBIO,$4044.00
RENEE RUIZ,$6062.00
RENEE SANZ,$10110.00
RENEE SERRANO,$10110.00
RENEE SUAREZ,$16169.00
RENEE TORRES,$6063.00
REN�E ALVAREZ,$4044.00
RICARDO ANAND,$2022.00
RICARDO ANDERSEN,$6063.00
RICARDO BLACK,$10110.00
RICARDO CHANDE,$2021.00
RICARDO DENG,$6063.00
RICARDO GOEL,$6064.00
RICARDO JAI,$4042.00
RICARDO KUMAR,$8084.00
RICARDO LAL,$10109.00
RICARDO LUO,$4044.00
RICARDO NARA,$6066.00
RICARDO NATH,$18191.00
RICARDO PAL,$4042.00
RICARDO RAJE,$16175.00
RICARDO RAJI,$4044.00
RICARDO SHAN,$6063.00
RICARDO SHARMA,$6062.00
RICARDO SHE,$6066.00
RICARDO SHEN,$4044.00
RICARDO TANG,$8088.00
RICARDO XIE,$12125.00
RICARDO YUAN,$12129.00
RICHARD ADAMS,$6063.00
RICHARD ALEXANDER,$4042.00
RICHARD ALLEN,$6066.00
RICHARD ANDERSON,$10105.00
RICHARD BAILEY,$8084.00
RICHARD BAKER,$12126.00
RICHARD BLUE,$16171.00
RICHARD BRADLEY,$4042.00
RICHARD BROWN,$6066.00
RICHARD BRYANT,$10109.00
RICHARD BUTLER,$6066.00
RICHARD CAMPBELL,$4042.00
RICHARD CLARK,$4042.00
RICHARD COLEMAN,$10108.00
RICHARD COLLINS,$6064.00
RICHARD COOK,$4042.00
RICHARD COOPER,$8088.00
RICHARD COX,$2022.00
RICHARD DAVIS,$4042.00
RICHARD DIAZ,$6066.00
RICHARD EDWARDS,$6066.00
RICHARD EVANS,$4042.00
RICHARD FLORES,$10109.00
RICHARD FOSTER,$8084.00
RICHARD GARCIA,$10108.00
RICHARD GONZALES,$4044.00
RICHARD GONZALEZ,$2021.00
RICHARD GRAY,$6063.00
RICHARD GREEN,$8085.00
RICHARD GRIFFIN,$4044.00
RICHARD HARRIS,$6066.00
RICHARD HAYES,$4042.00
RICHARD HERNANDEZ,$4044.00
RICHARD HILL,$6066.00
RICHARD HOWARD,$8086.00
RICHARD HUGHES,$8084.00
RICHARD JACKSON,$6063.00
RICHARD JAMES,$14150.00
RICHARD JOHNSON,$2022.00
RICHARD JOHNSTON,$6063.00
RICHARD JONES,$6063.00
RICHARD KELLY,$8088.00
RICHARD KING,$4042.00
RICHARD LEE,$10109.00
RICHARD LEWIS,$4044.00
RICHARD LONG,$6066.00
RICHARD LOPEZ,$8088.00
RICHARD MARTIN,$10110.00
RICHARD MARTINEZ,$6066.00
RICHARD MILLER,$4042.00
RICHARD MITCHELL,$14154.00
RICHARD MOORE,$4042.00
RICHARD MORRIS,$4044.00
RICHARD MURPHY,$6066.00
RICHARD NELSON,$4044.00
RICHARD PARKER,$8086.00
RICHARD PATTERSON,$6066.00
RICHARD PEREZ,$6063.00
RICHARD PETERSON,$8088.00
RICHARD PHILLIPS,$4044.00
RICHARD POWELL,$8088.00
RICHARD PRICE,$4042.00
RICHARD RAMIREZ,$4042.00
RICHARD REED,$4044.00
RICHARD RICHARDSON,$2022.00
RICHARD RIVERA,$6064.00
RICHARD ROBERTS,$6063.00
RICHARD ROBINSON,$4041.00
RICHARD RODRIGUEZ,$24258.00
RICHARD ROGERS,$8083.00
RICHARD ROSS,$2022.00
RICHARD RUSSELL,$8088.00
RICHARD SANCHEZ,$6065.00
RICHARD SANDERS,$6066.00
RICHARD SIMMONS,$4044.00
RICHARD SMITH,$4044.00
RICHARD STONE,$6066.00
RICHARD TAYLOR,$4044.00
RICHARD THOMAS,$2021.00
RICHARD TORRES,$6063.00
RICHARD WALKER,$12130.00
RICHARD WARD,$2020.00
RICHARD WASHINGTON,$6063.00
RICHARD WATSON,$18192.00
RICHARD WHITE,$8088.00
RICHARD WILLIAMS,$4042.00
RICHARD WILSON,$4044.00
RICHARD WOOD,$8087.00
RICHARD WRIGHT,$4044.00
RICHARD YOUNG,$4044.00
RICKY ALONSO,$8085.00
RICKY ALVAREZ,$4044.00
RICKY BLANCO,$8088.00
RICKY CARLSON,$8088.00
RICKY DIAZ,$6066.00
RICKY DOMINGUEZ,$4044.00
RICKY GILL,$4044.00
RICKY GOMEZ,$4041.00
RICKY GUTIERREZ,$6062.00
RICKY MARTIN,$8085.00
RICKY MORENO,$10105.00
RICKY MUNOZ,$4044.00
RICKY NAVARRO,$26285.00
RICKY RAMOS,$4044.00
RICKY ROMERO,$8083.00
RICKY RUBIO,$2022.00
RICKY RUIZ,$8086.00
RICKY SANZ,$6063.00
RICKY SERRANO,$4044.00
RICKY SUAREZ,$2022.00
RICKY TORRES,$6063.00
RICKY VAZQUEZ,$18193.00
RILEY ALEXANDER,$4044.00
RILEY BAILEY,$2021.00
RILEY BLUE,$8088.00
RILEY BRADLEY,$4044.00
RILEY BROOKS,$10108.00
RILEY BRYANT,$6066.00
RILEY BUTLER,$2021.00
RILEY COX,$6063.00
RILEY DIAZ,$4044.00
RILEY FLORES,$2021.00
RILEY GONZALES,$2021.00
RILEY GRAY,$4042.00
RILEY HAYES,$8086.00
RILEY HOWARD,$6066.00
RILEY HUGHES,$2022.00
RILEY JAMES,$6063.00
RILEY KELLY,$2022.00
RILEY LONG,$2020.00
RILEY MORGAN,$6064.00
RILEY MURPHY,$4044.00
RILEY PATTERSON,$4044.00
RILEY PERRY,$4042.00
RILEY PETERSON,$4044.00
RILEY POWELL,$4044.00
RILEY PRICE,$12128.00
RILEY RAMIREZ,$2021.00
RILEY REED,$4041.00
RILEY RICHARDSON,$4042.00
RILEY RIVERA,$6065.00
RILEY ROGERS,$4044.00
RILEY RUSSELL,$8088.00
RILEY SANCHEZ,$10108.00
RILEY SIMMONS,$8086.00
RILEY STEWART,$4044.00
RILEY TORRES,$4044.00
RILEY WARD,$6066.00
RILEY WASHINGTON,$4042.00
RILEY WATSON,$4042.00
RILEY WOOD,$4044.00
ROBERT ADAMS,$8086.00
ROBERT ALEXANDER,$12130.00
ROBERT ALLEN,$6063.00
ROBERT ANDERSON,$4044.00
ROBERT BAKER,$4042.00
ROBERT BROWN,$4044.00
ROBERT BUTLER,$4044.00
ROBERT CARTER,$4044.00
ROBERT CLARK,$8088.00
ROBERT COLEMAN,$6066.00
ROBERT COLLINS,$8088.00
ROBERT DAVIS,$8086.00
ROBERT DIAZ,$10105.00
ROBERT FLORES,$8086.00
ROBERT FOSTER,$6066.00
ROBERT GARCIA,$4044.00
ROBERT GONZALEZ,$2021.00
ROBERT GREEN,$2022.00
ROBERT GRIFFIN,$2022.00
ROBERT HALL,$4044.00
ROBERT HARRIS,$4042.00
ROBERT HENDERSON,$2021.00
ROBERT HERNANDEZ,$10108.00
ROBERT HILL,$8083.00
ROBERT JACKSON,$2021.00
ROBERT JAI,$4042.00
ROBERT JENKINS,$4044.00
ROBERT JOHNSON,$4044.00
ROBERT JONES,$6063.00
ROBERT KING,$6063.00
ROBERT KUMAR,$10109.00
ROBERT LAL,$18194.00
ROBERT LEE,$10104.00
ROBERT LEWIS,$6063.00
ROBERT LI,$2021.00
ROBERT LONG,$4042.00
ROBERT LOPEZ,$6063.00
ROBERT MARTIN,$10105.00
ROBERT MARTINEZ,$6066.00
ROBERT MILLER,$4044.00
ROBERT MITCHELL,$10108.00
ROBERT PARKER,$4044.00
ROBERT PATTERSON,$6063.00
ROBERT PEREZ,$4043.00
ROBERT PERRY,$6063.00
ROBERT PHILLIPS,$4044.00
ROBERT POWELL,$2021.00
ROBERT ROBERTS,$4042.00
ROBERT ROBINSON,$10104.00
ROBERT RODRIGUEZ,$10108.00
ROBERT ROSS,$6066.00
ROBERT RUSSELL,$8084.00
ROBERT SCOTT,$6063.00
ROBERT SHAN,$2022.00
ROBERT TAYLOR,$4044.00
ROBERT THOMPSON,$10110.00
ROBERT TURNER,$4042.00
ROBERT WALKER,$4042.00
ROBERT WANG,$2022.00
ROBERT WASHINGTON,$12132.00
ROBERT WHITE,$8084.00
ROBERT WILLIAMS,$2022.00
ROBERT WRIGHT,$12132.00
ROBERT YANG,$6063.00
ROBERT YOUNG,$2022.00
ROBERT ZHANG,$4042.00
ROBERTO ALONSO,$6066.00
ROBERTO ALVAREZ,$6066.00
ROBERTO DIAZ,$12130.00
ROBERTO DOMINGUEZ,$10109.00
ROBERTO GILL,$8084.00
ROBERTO GUTIERREZ,$4044.00
ROBERTO HERNANDEZ,$4042.00
ROBERTO JIM�NEZ,$8084.00
ROBERTO MORENO,$4042.00
ROBERTO MUNOZ,$12126.00
ROBERTO NAVARRO,$6066.00
ROBERTO ORTEGA,$6063.00
ROBERTO RAMOS,$16176.00
ROBERTO ROMERO,$12129.00
ROBERTO RUBIO,$4042.00
ROBERTO RUIZ,$8087.00
ROBERTO SANZ,$12129.00
ROBERTO SUAREZ,$4042.00
ROBERTO TOWNSEND,$6062.00
ROBERTO VAZQUEZ,$16170.00
ROBIN ALVAREZ,$22231.00
ROBIN BROWNING,$2022.00
ROBIN CARLSON,$4041.00
ROBIN DOMINGUEZ,$8088.00
ROBIN GILL,$2022.00
ROBIN GUTIERREZ,$10105.00
ROBIN HERNANDEZ,$4044.00
ROBIN MORENO,$6062.00
ROBIN MUNOZ,$4042.00
ROBIN NAVARRO,$6066.00
ROBIN ORTEGA,$10105.00
